sample_start_ns,sample_end_ns,cpu_idle_percent,cpu_iowait_percent,total_jiffies_delta,idle_jiffies_delta,iowait_jiffies_delta
214181473107074,214181575460376,36.645963,0.000000,161,59,0
214181575460376,214181677114240,36.645963,0.000000,161,59,0
214181677114240,214181779062565,30.817610,0.000000,159,49,0
214181779062565,214181881404176,25.000000,0.000000,160,40,0
214181881404176,214181984049038,30.061350,0.613497,163,49,1
214181984049038,214182086294534,36.477987,0.000000,159,58,0
214182086294534,214182188512789,40.372671,0.000000,161,65,0
214182188512789,214182290774026,38.271605,0.000000,162,62,0
214182290774026,214182393570087,36.024845,0.000000,161,58,0
214182393570087,214182495716829,43.827160,0.000000,162,71,0
214182495716829,214182597485549,45.341615,0.000000,161,73,0
214182597485549,214182699854747,44.444444,0.000000,162,72,0
214182699854747,214182802281608,44.099379,0.000000,161,71,0
214182802281608,214182904029076,36.024845,0.000000,161,58,0
214182904029076,214183006293514,38.509317,0.000000,161,62,0
214183006293514,214183108365364,45.398773,0.000000,163,74,0
214183108365364,214183210762126,47.204969,0.000000,161,76,0
214183210762126,214183312955940,44.720497,0.000000,161,72,0
214183312955940,214183415127821,40.740741,0.000000,162,66,0
214183415127821,214183517359215,44.099379,0.000000,161,71,0
214183517359215,214183618551237,46.202532,0.000000,158,73,0
214183618551237,214183721036858,42.682927,0.000000,164,70,0
214183721036858,214183823499494,42.500000,0.000000,160,68,0
214183823499494,214183925861937,35.975610,0.000000,164,59,0
214183925861937,214184028270520,46.583851,0.000000,161,75,0
214184028270520,214184130112522,48.427673,0.000000,159,77,0
214184130112522,214184231343765,46.875000,0.000000,160,75,0
214184231343765,214184333054181,45.625000,0.000000,160,73,0
214184333054181,214184435047243,34.161491,0.000000,161,55,0
214184435047243,214184537338862,36.875000,0.000000,160,59,0
214184537338862,214184639221123,37.735849,0.000000,159,60,0
214184639221123,214184741967853,33.950617,0.617284,162,55,1
214184741967853,214184843244465,31.875000,0.000000,160,51,0
214184843244465,214184945617883,22.981366,0.621118,161,37,1
